station_code;region;tempurature;dis_oxy;ph;conduct;bod;nit;coli;total_coli;potable
1394;MAHARASHTRA;27.6;7;8.3;162;3.8;0.48;44;90;0
1395;MAHARASHTRA;27.5;7;8.3;212;3.6;0.44;47;90;0
1396;MAHARASHTRA;27.5;7.1;8.3;227;3.2;0.48;67;124;0
1397;MAHARASHTRA;26.9;6.8;8.2;314;4.3;0.45;28;69;0
1398;MAHARASHTRA;25.9;6.8;7.8;151;3.4;0.5;601;740;0
1399;MAHARASHTRA;25.9;7;7.8;123;3.4;0.44;42;100;0
1400;MAHARASHTRA;26;6.9;7.8;139;3.3;0.76;85;169;0
1401;MAHARASHTRA;26.9;6.8;8.2;313;4;0.49;49;99;0
1402;MAHARASHTRA;24.8;6.7;7.8;215;2.5;0.83;2;51;1
1403;MAHARASHTRA;26.2;6.7;7.8;204;2.5;0.77;2;68;1
1404;MAHARASHTRA;25.3;6.9;7.7;205;2.2;0.93;2;55;1
1405;KERALA;26.6;7.1;6.9;72;0.5;0.25;278;641;1
1406;KERALA;26.8;6.6;6.9;70;0.9;0.49;223;495;1
1407;KERALA;26.6;6.9;7.1;52;0.8;0.18;46;520;1
1408;KERALA;26.8;7.2;7;830;0.8;0.16;94;654;1
1409;KERALA;29.3;6.3;6.9;95;1.3;0.99;750;1325;1
1410;KERALA;25.4;7.2;7.4;164;0.9;0.46;1325;2225;1
1411;KERALA;25.5;6.9;7.5;231;0.8;0.55;1000;1725;1
1412;KERALA;26.6;6.5;6.9;101;1.3;0.47;468;1127;1
1413;KERALA;24.7;7.1;7.1;64;0.6;0.4;283;646;1
1414;KERALA;24.8;7.1;7.1;4600;0.6;0.35;229;538;1
1415;KERALA;28;7.5;7.2;52;0.6;0.15;285;900;1
1416;KERALA;27.4;2;6.8;265;2.4;2.3;1525;5425;0
1418;KERALA;27.4;7.1;7;90;0.6;0.64;338;625;1
1419;KERALA;26.5;6.1;7;248;0.8;0.66;500;1150;1
1420;KERALA;28.4;6;7;94;1.1;0.13;183;370;1
1421;KERALA;28.8;6.5;7.5;76;0.8;0.08;275;585;1
1422;KERALA;26.7;1.5;6.6;192;3.6;0.92;881;2978;0
1423;KERALA;26.4;2;6.8;79;2.4;0.2;456;1275;0
1424;KERALA;26.5;7.2;7.1;52;0.6;0.15;298;687;1
1425;KERALA;25.5;4;7.5;25964;1.1;0.76;945;1588;1
1426;KERALA;28;7.2;7.3;54;0.9;0.25;330;610;1
1427;KERALA;28;0.8;7.1;1239;11.9;1.87;4250;11000;0
1428;KERALA;27.9;6.4;6.5;58;1.3;0.34;255;960;1
1429;KERALA;28.1;6.3;6.8;77;1.2;0.16;73;208;1
1430;KERALA;28.6;5.4;6.6;80;1.6;0.27;335;775;1
1431;KERALA;25.3;5.8;7.8;666;1;0.24;993;1650;1
1432;KERALA;28.3;6.6;7.2;12768;1.1;0.13;88;1412;1
1433;KERALA;26.1;7.7;7.2;44;1;0.28;29;148;1
1434;KERALA;24.3;7.1;7;27;0.4;0.11;73;218;1
1435;KERALA;26;7.3;7.2;59;0.6;0.19;160;465;1
1436;KERALA;28.5;7.8;7.1;119;0.7;0.87;875;1725;1
1437;KERALA;26.6;7.3;7.1;54;1.3;0.41;415;913;1
1438;KERALA;26.8;7;6.6;104;1.5;0.49;500;1000;1
1439;KERALA;28;6;7.2;92;0.7;0.38;765;1390;1
1440;KERALA;26.2;6.8;6.6;48;0.5;0.44;1225;2025;1
1441;KERALA;28.5;5.6;7.1;20455;0.6;0.58;433;675;1
1442;KERALA;26.5;7;7;56;1.1;0.43;768;1725;1
1443;KERALA;29.3;6.7;6.9;2531;0.5;0.22;308;465;1
1444;KERALA;29.3;6.2;7.2;15362;0.8;0.39;830;1303;1
1445;KERALA;27;7.3;7.2;62;0.8;0.95;525;985;1
1446;KERALA;27.3;7.6;7.2;59;0.6;0.65;463;1163;1
1447;KERALA;27.9;6.4;6.8;83;0.5;0.42;175;575;1
1448;KERALA;27.8;7;6.6;50;0.6;0.75;295;578;1
1449;KERALA;27.8;6.7;6.8;76;1.2;1.21;310;625;1
1450;KERALA;28.3;6.7;6.6;64;0.9;1.35;428;838;1
1451;KERALA;27.5;5.6;6.9;943;1.5;0.4;655;1925;1
1452;KERALA;26.3;7.4;7;38;0.9;0.26;386;1196;1
1453;KERALA;27;6.7;6.9;43;1;0.3;1043;2750;1
1454;KERALA;27.4;7.1;7.3;48;1.5;0.36;595;1775;1
1455;KERALA;27;6.2;6.8;309;1.6;0.39;1129;2725;1
1456;KERALA;27.4;5.2;6.8;61;1.8;0.33;1123;2650;1
1457;KERALA;27.3;6.8;6.9;995;1.1;0.24;349;1258;1
1458;KERALA;27;6.8;6.9;52;0.9;0.45;39;198;1
1459;KERALA;27.8;6.2;6.6;44;0.7;0.21;715;1630;1
1460;KERALA;28.4;4.5;6.5;77;1.1;0.34;400;2675;1
1461;KERALA;28.8;4;7;19279;0.9;0.03;98;233;1
1462;KERALA;28.8;7;7.4;69;1;0.12;230;660;1
1463;KERALA;25.9;6.5;6.8;58;0.5;0.24;303;1026;1
1464;KERALA;28;4.6;6.9;98;0.6;0.11;168;348;1
1465;KERALA;28.5;6.6;7.3;12327;0.6;0.71;1326;2210;1
1466;KERALA;28.8;7.1;7;51;1;0.78;750;1700;1
1467;ANDHRA PRADESH;27.6;6.2;7.5;371;1.1;1.62;3;528;1
1468;ANDHRA PRADESH;27.6;6.2;7.7;316;1.3;2.41;3;312;1
1469;KARNaNTAKA;28.3;7.3;7.1;241;2.9;1.17;100;185;1
1470;KARNaNTAKA;27.5;7.7;7.4;121;1.4;0.64;378;1255;1
1471;KARNaNTAKA;30.5;6.5;7.3;64;1;2.6;236;420;1
1472;KARNaNTAKA;29.5;6.9;7.4;57;1;1.28;46;409;1
1473;ORISSA;22.3;7.5;8;211;1.9;0.39;3005;6858;0
1474;ORISSA;22.3;7.2;8;263;3.7;0.63;6625;14725;0
1475;ORISSA;25;7;7.6;111;1.6;0.67;1081;2743;1
1476;ORISSA;25.9;7.5;7.9;205;1.5;1;1615;3542;1
1477;ORISSA;25.9;7.1;7.7;283;2.3;1.73;2882;6692;0
1478;ORISSA;24.8;7.4;8;263;1.7;0.65;3113;6617;0
1479;ORISSA;27.5;8.1;8;300;2.3;0.45;2272;4569;1
1480;ORISSA;28;7.8;8;13103;2.1;0.59;277;739;1
1481;ORISSA;25;7.4;8;207;1.5;0.53;1356;2872;1
1482;ORISSA;25.8;7.2;8;198;1.4;0.57;677;1850;1
1488;TAMIL NaNDU;28.4;6.3;7.6;830;1.8;0.24;738;2020;1
1491;PUNJAB;24.8;5.8;7.2;732;8.5;3.83;1089;4838;0
1492;PUNJAB;24;5.6;7.4;1322;15.3;15;16750;41500;0
1493;PUNJAB;25;5.4;7.3;809;10;4.2;4278;8975;0
1494;PUNJAB;23.3;5.7;7.3;1103;14.3;13.75;20250;52500;0
1495;PUNJAB;25.8;5.7;7.5;906;24;14.18;7863;17625;0
1496;PUNJAB;25.8;3.5;7.4;1064;20;13.2;8000;14500;0
1497;PUNJAB;25.8;3.2;7.6;1197;27.3;19.2;20250;40250;0
1498;PUNJAB;26;4.7;7.3;1383;32.8;16.4;14388;42875;0
1499;PUNJAB;26;4.8;7.4;1063;16;5.03;3138;8025;0
1500;PUNJAB;24.4;5.3;7.5;1532;18.3;15.8;27000;63500;0
1501;PUNJAB;23.4;5.6;7.5;1269;34.5;12.15;22000;60000;0
1502;PUNJAB;24.3;5.4;7.4;1194;22;8.3;10000;35000;0
1506;RAJASTHAN;28;4.8;7.9;650;3.2;0.68;6;62;0
1507;RAJASTHAN;32;5;7.3;390;2.8;0.14;4;20;1
1508;HIMACHAL PRADESH;21.4;8.3;7.6;334;1;0.49;9;16;1
1509;HIMACHAL PRADESH;22.3;8.2;7.7;316;1.2;0.48;11;20;1
1511;HIMACHAL PRADESH;22.8;8.3;7.6;304;1.2;0.51;12;20;1
1512;HIMACHAL PRADESH;21.8;5.5;7.6;743;7.6;1.02;81;166;0
1513;RAJASTHAN;26.9;5.1;7.8;657;1.7;0.26;6;23;1
1551;MEGHALAYA;24.4;7.8;7.2;139;1.9;0.56;263;359;1
1552;MEGHALAYA;21.8;6.5;3.1;489;6.1;0.52;32;47;0
1553;MEGHALAYA;20.8;7.3;7;162;2.2;0.69;2085;2633;1
1554;MEGHALAYA;25.2;7.8;7.1;136;1.9;0.52;303;409;1
1555;MEGHALAYA;24;7.7;7.1;205;7;0.84;303;461;0
1556;MIZORAM;23.4;8.1;7.1;267;1;0.11;2;12;1
1557;MIZORAM;23.4;8;7;278;1.1;0.11;3;18;1
1558;MIZORAM;23.2;6.9;7.2;268;1.1;0.11;6;37;1
1559;MIZORAM;23.3;6.8;7.1;286;1.3;0.11;8;29;1
1561;TRIPURA;28.6;6.3;8;164;3.4;0.3;380;528;0
1562;TRIPURA;28.5;6.6;7.9;196;4.4;0.8;425;648;0
1563;DAMAN & DIU;29.9;5.6;7.5;15608;25;18.73;5;5;0
1571;GUJARAT;26;5.1;8.1;533;3.7;0.45;3900;7500;0
1572;GUJARAT;27;7.1;8;555;2;0.35;7500;15000;0
1573;GUJARAT;27;6.8;8.2;26600;3.1;0.62;9000;23000;0
1574;GUJARAT;29.3;8.1;7.6;938;8.6;0.4;22;108;0
1575;GUJARAT;28.4;6.2;7.8;7778;2.7;0.26;2880;6581;0
1577;GUJARAT;28.3;3.2;7.7;885;6.3;0.51;3900;9575;0
1743;MIZORAM;25;8.23;7.38;143;1.55;3.55;255;360;1
1749;tripura;28;6.2;7.7;176;3.5;0.2;532;592;0
1750;tripura;29;6.3;8;198;4.2;0.3;524;686;0
